fixed rate,success rate,failure rate,error rate,success std,failure std,error std
0.1875,0.3649447561934096,0.15974232328269747,0.4753129205238929,0.00807157660973781,0.005947759722995223,0.008361245671655141
0.1875,0.48573138190246445,0.17654330590685158,0.3377253121906839,0.007931822809577735,0.005879383137794514,0.007181249707331316
0.1875,0.3296742622617503,0.19405829651863793,0.4762674412196118,0.007626250155924913,0.006077634987628597,0.007985235853771318
fixed rate,success rate,failure rate,error rate,success std,failure std,error std
0.1875,0.36478435572379364,0.15986319997436,0.47535244430184637,0.00839827436857646,0.006033287885123159,0.008536347788752459
0.1875,0.4854313686542027,0.17647854399413224,0.33809008735166507,0.008051539268810763,0.0061350499368552315,0.0077012211580255755
0.1875,0.32961185233450413,0.19442341807801564,0.47596472958748015,0.007327466328205003,0.006274186258103045,0.007759150533022882
fixed rate,success rate,failure rate,error rate,success std,failure std,error std
0.1875,0.3650604676176348,0.1599135700400389,0.4750259623423263,0.0074356424423653285,0.0058837046008699675,0.007590604737961798
0.1875,0.4856610821952581,0.17652930622212232,0.33780961158261946,0.00781741362077954,0.0059659273315904714,0.0073109755232312066
0.1875,0.32989120631247715,0.19432735382047375,0.4757814398670491,0.007477482710657734,0.006175262538660077,0.00801500116249609
fixed rate,success rate,failure rate,error rate,success std,failure std,error std
0.1875,0.365251321281213,0.15996505740848932,0.47478362131029767,0.007716795658579472,0.005902487893002184,0.008109690046449146
0.1875,0.48561581869925885,0.17669760473829582,0.33768657656244533,0.007945164147220062,0.005948850973347061,0.007452399005189222
0.1875,0.32978187106492624,0.1942499353549228,0.4759681935801509,0.0074772894907360115,0.006353629084886313,0.007929100773574739
fixed rate,success rate,failure rate,error rate,success std,failure std,error std
0.1875,0.36463503761703586,0.1598977610275939,0.4754672013553702,0.00782078682903128,0.0063609157870393365,0.008224159482162234
0.1875,0.48554090559743074,0.17651477221125575,0.33794432219131354,0.007851837224002718,0.006065235641448749,0.007463612033729357
0.1875,0.3293508671971648,0.19424118835987758,0.4764079444429576,0.007455802942907537,0.006340944650990494,0.008151797369461701
0.5625,0.3295683126464505,0.5441608168129098,0.1262708705406397,0.009600762311247004,0.010142878222369213,0.006783610676945887
0.5625,0.39972680751916206,0.5334148305027153,0.06685836197812267,0.009475180503916863,0.009844253043047585,0.004899006910584801
0.5625,0.39100950740692747,0.5330069714207557,0.07598352117231677,0.008917866638012535,0.009323085334149817,0.005291006595886609
0.5625,0.290571351711411,0.5180352763554744,0.19139337193311462,0.009784045340792292,0.010910040853993058,0.008361791693371961
0.5625,0.3034455244388089,0.5479915891169721,0.14856288644421908,0.00908961392908645,0.009763706131307927,0.006987448187184139
0.5625,0.28235663014979495,0.5748829671052466,0.14276040274495844,0.008739416302309394,0.009413327303363568,0.007047423349602505
0.5625,0.2692627558744521,0.5430334576425817,0.1877037864829662,0.00849153209482729,0.009764846469929575,0.0076726404451052405
0.5625,0.37657515453597795,0.5408481729854236,0.08257667247859846,0.00939937211732218,0.009411403662460734,0.005038647127133534
0.5625,0.22196956966647582,0.5721088275144492,0.2059216028190749,0.008228424880200052,0.009599407567646082,0.008438419084683513
0.5625,0.1723516145436091,0.5599890681877695,0.26765931726862147,0.007283009016293377,0.009662155084610878,0.008733723273985604
0.5625,0.3887471455715836,0.5292027164907666,0.0820501379376497,0.009608022311763042,0.009723511888058181,0.005432698940548996
0.5625,0.36752617102041096,0.5526963404136642,0.07977748856592481,0.008863964121045823,0.00922416240569122,0.005133395474361827
0.5625,0.27594113053170755,0.5453990655977815,0.17865980387051092,0.008887771226127779,0.00999747134962867,0.007878215795278797
0.5625,0.368283430799242,0.5647629492484258,0.06695361995233214,0.00951147207225659,0.009641954669573297,0.0049224284737568735
0.5625,0.36264120265955,0.5152644400443755,0.12209435729607443,0.009447842092557031,0.0097737342753685,0.006178207772928311
0.5625,0.18796254706567717,0.5844834825574331,0.2275539703768897,0.008075052087601916,0.010578889251427696,0.008912319040258741
0.5625,0.3544142637166317,0.5100383195737764,0.13554741670959178,0.00945299069901145,0.009963737893464065,0.006338177643509048
0.5625,0.36920633545449016,0.5327176713266984,0.09807599321881139,0.009628750095753768,0.009737041652621035,0.0059708039605702035
0.5625,0.36161241846271425,0.5226205836733032,0.11576699786398253,0.00947891924172364,0.009602770634069955,0.006271635936170176
0.5625,0.3080544949006073,0.5974584114827107,0.09448709361668198,0.008802195269835167,0.009315556370271075,0.00550486278711603
