fixed rate,success rate,failure rate,error rate,success std,failure std,error std
0.0,0.6400381020787795,3.603742450506483e-05,0.35992586049671554,0.01445933287745856,0.0001865893286118508,0.01446492700262417
0.1875,0.5125814243947022,0.17732817434479042,0.31009040126050724,0.0164455101618701,0.011745956506918417,0.015039142069150125
0.375,0.4271242090765722,0.366600802648651,0.20627498827477672,0.01585470111756424,0.015306888292400974,0.012914862938703163
0.5625,0.31769378158326744,0.5530829964329728,0.12922322198375977,0.014663085078418089,0.015426289800670331,0.010898073725255534
0.75,0.24232856435469136,0.7328831986549337,0.024788236990374975,0.013328650170890863,0.013771551907498408,0.004945214553580818
0.0,0.6390975579632436,0.00022804407176621276,0.3606743979649901,0.014989607526200788,0.0005054418644045424,0.015005125007773016
0.1875,0.5319250154494525,0.18024086216028332,0.2878341223902642,0.015583586327428496,0.012225863900009928,0.01406002313609476
0.375,0.4129844668775509,0.36750858918580864,0.21950694393664041,0.015701077906272676,0.015332796002549493,0.012914394440206273
0.5625,0.3565894924564473,0.5522152594080749,0.09119524813547784,0.014922739584394515,0.01573930421215813,0.009369258858493535
0.75,0.25107940147164004,0.7342473197506454,0.014673278777714484,0.013993958134061004,0.014225965654761167,0.0037463037416492822
0.0,0.6394084483830441,1.993385179225887e-06,0.3605895582317767,0.014400940192341682,4.453288923240804e-05,0.014402186308950153
0.1875,0.5246951386727242,0.17835328951818194,0.2969515718090938,0.015412823860448925,0.011635788230509498,0.014498786673375778
0.375,0.40877852896840056,0.3756312114971134,0.215590259534486,0.015478317314527411,0.015141958030426273,0.012835960133286226
0.5625,0.32502351111070166,0.5525558707737198,0.12242061811557853,0.014605167191601391,0.015905637678667373,0.010189633311847274
0.75,0.24266303658174992,0.73654719119055,0.02078977222769998,0.012939684153280968,0.013256807595289147,0.004399311162809794
0.0,0.6389514813877988,6.031003480643422e-06,0.3610424876087206,0.015211906672908122,7.763803840762198e-05,0.015211431302713914
0.1875,0.5133273287034883,0.18038430641920275,0.3062883648773088,0.016348153095440226,0.012440849230478111,0.014776346489994844
0.375,0.43109035442716304,0.36559675179094564,0.20331289378189132,0.015713446725138663,0.015416382992028738,0.013205689932416114
0.5625,0.33493606186026914,0.551930666186294,0.11313327195343678,0.014531578807370151,0.014840387846397806,0.010243099741203389
0.75,0.23922840538054563,0.7351079638379194,0.02566363078153488,0.013488089460918761,0.013903700069002845,0.0048058736979783336
0.0,0.6389149539521459,1.2110739974052127e-05,0.3610729353078799,0.015631228395262743,0.0001099266512141582,0.01563353634239379
0.1875,0.432658141843736,0.1791943248223016,0.38814753333396235,0.015589442655201038,0.012083947865976058,0.015102465170242694
0.375,0.44243062773008857,0.3665701576532447,0.1909992146166667,0.01597949820147138,0.015181900594789133,0.012617308389328069
0.5625,0.3138649969109137,0.5576236300675488,0.12851137302153737,0.015018348268825215,0.015656564741892424,0.010394932623728913
0.75,0.2469140654733602,0.7333946552532391,0.019691279273400697,0.013298647359111598,0.013646171832184032,0.004465959235309587
0.0,0.6391447371336382,9.823182711198427e-07,0.36085428054809077,0.015516311657433564,3.1048095538858764e-05,0.015515431663115257
0.1875,0.515164346583151,0.1795842823838969,0.30525137103295213,0.015521109066596574,0.012149536707809955,0.014782779522688217
0.375,0.39505419167542655,0.36544457709199113,0.23950123123258235,0.015947641296346616,0.015359803566526511,0.013454636604037075
0.5625,0.3193614365644086,0.5525861915553945,0.12805237188019702,0.014496729095962321,0.015723480679755066,0.010471663428901644
0.75,0.2400124598072121,0.7334388831966012,0.02654865699618666,0.013799704022496037,0.014237328800678054,0.005174353353750598
