fixed rate,success rate,failure rate,error rate,success std,failure std,error std
0.0,0.4107781678765447,0.018941045755424143,0.5702807863680311,0.006877713977598845,0.0019433122005185182,0.006846166426222239
0.1875,0.20201156734719483,0.17031170325728437,0.6276767293955209,0.005541265993971298,0.005188301634104534,0.00669818436946843
0.375,0.2892965724357053,0.37183130161647027,0.3388721259478244,0.006594002139419934,0.007326857873556076,0.00697014654171414
0.5625,0.20833535272971357,0.5463989528342442,0.24526569443604218,0.0055298361827286905,0.006687607551442226,0.005641288224835935
0.75,0.0490147301825645,0.7398798758279423,0.2111053939894931,0.0027801944510253977,0.0058691247760922815,0.005501648244303573
fixed rate,success rate,failure rate,error rate,success std,failure std,error std
0.0,0.41083316310788126,0.019020947146166214,0.5701458897459525,0.006590478855786954,0.0018400468691356403,0.006596578077814162
0.1875,0.20209609902921005,0.1702432965432768,0.6276606044275131,0.005545632787535384,0.005425151962687716,0.006762747514957571
0.375,0.2897537558932565,0.37157324618890597,0.33867299791783745,0.006944763870416446,0.007098480239575007,0.006989733103898737
0.5625,0.2082029173156316,0.5463777749740952,0.24541930771027318,0.00542239978083661,0.006786080664045686,0.005796132209787744
0.75,0.04884588941459265,0.7405217499432752,0.2106323606421321,0.00287841420769929,0.005818850091760554,0.005421895269054858
0.0,0.5658489821978813,0.016028210710431878,0.4181228070916869,0.007583414732288332,0.0019501836999974932,0.007478277857337546
0.1875,0.3429833591655822,0.17153969706306837,0.4854769437713494,0.007015044421055463,0.005550719287992028,0.007499992539203713
0.375,0.25392918975284906,0.37003071289976597,0.37604009734738497,0.005989271191267105,0.006808445347124402,0.006649728736818309
0.5625,0.23512622028860097,0.5529407622948898,0.21193301741650925,0.006654862961063679,0.007590687286303659,0.00635748316082314
0.75,0.07733157989865795,0.716335936003798,0.20633248409754407,0.004090074006223228,0.006834108500446516,0.006233281544512123
0.0,0.5628670243708418,0.005755009159726869,0.4313779664694313,0.00758564547479342,0.001202504343557506,0.007611462968853032
0.1875,0.3717849799273801,0.1900065773537024,0.4382084427189175,0.007442057396997722,0.0059696033247797955,0.0075391698257853395
0.375,0.17397796680345626,0.3935293618617588,0.4324926713347849,0.0063475782862027425,0.008621267007857866,0.008471810859552871
0.5625,0.09013195665680257,0.551928778658951,0.35793926468424636,0.004436211726877357,0.0076391004553844274,0.007594588400354126
0.75,0.13467979379812026,0.7251029322278919,0.14021727397398784,0.004759835820270935,0.00625323237524018,0.004863502366558728
0.0,0.4679627423081981,0.005109840907627138,0.5269274167841748,0.007598845700468774,0.0011166746267602219,0.0075316138992165315
0.1875,0.4535874192942436,0.1907749702959925,0.3556376104097639,0.007881628001096973,0.006373193306259155,0.007635266579079983
0.375,0.34529810339776684,0.3849223025948047,0.26977959400742846,0.007755983198496417,0.008026689182535924,0.00732268700811252
0.5625,0.20415709600390466,0.5756308778053988,0.22021202619069652,0.006133414987430225,0.007789803310103672,0.006215940415103494
0.75,0.14696109321841638,0.7006925287556691,0.1523463780259144,0.005484623810278998,0.007075807971721334,0.005373962431353178
0.0,0.6398237553440965,0.010820596908796347,0.34935564774710715,0.007795964830947671,0.0016666389805795178,0.00770685352681596
0.1875,0.43545396024780253,0.1806025825470174,0.3839434572051801,0.008238951680682964,0.006197613393398801,0.007995422220835869
0.375,0.31738069527215484,0.3892534936434048,0.2933658110844403,0.007356864104916592,0.007495010187301231,0.007018790610766763
0.5625,0.16335535493712616,0.5319186778965311,0.3047259671663427,0.005585822248214968,0.0079994385172813,0.007217897757775569
0.75,0.13580005840434525,0.7360706427087458,0.12812929888690877,0.00514428445265629,0.0067379101313421435,0.005173305730607358
