fixed rate,success rate,failure rate,error rate,success std,failure std,error std
0.0,0.8301083563595328,0.0,0.16989164364046713,0.01184641971524946,0.0,0.01184641971524946
0.1875,0.6794009914984634,0.18088948853008277,0.1397095199714538,0.014287849266153752,0.012074756049245454,0.010725538029707906
0.375,0.5529255863116698,0.36839957547826874,0.0786748382100614,0.015371783575363599,0.015030778793201674,0.008495545602422487
0.5625,0.4143931990482263,0.5545465234299779,0.031060277521795826,0.016036822629106367,0.015957284389689557,0.005722409677230255
0.75,0.2531857338047819,0.7442042396146805,0.002610026580537534,0.014047855975659407,0.01407330620681002,0.0016306908443397396
0.0,0.8312122013057643,0.0,0.1687877986942357,0.011907743955858783,0.0,0.011907743955858785
0.1875,0.697339235032018,0.1806658717205638,0.12199489324741813,0.014690297783974156,0.012148895810289407,0.010444231739900205
0.375,0.5495975465811289,0.36998094108941254,0.08042151232945861,0.015283307910771326,0.014767143797510584,0.008644120126361916
0.5625,0.40488635650219557,0.556265779784002,0.0388478637138025,0.015599355786102994,0.015760164066027888,0.005976155688191629
0.75,0.2561585671235401,0.7417414463928428,0.0020999864836169914,0.013856530483767804,0.013920412422003224,0.0014592511628731173
0.0,0.8298820376297301,9.891196834817012e-07,0.17011697325058645,0.011588831733539261,3.1263067515883504e-05,0.011588197598785379
0.1875,0.6944263492795001,0.18147486677212155,0.1240987839483784,0.014899149292344972,0.012814568539084567,0.010163921562102702
0.375,0.5572335610744794,0.3671385978499112,0.07562784107560938,0.015580917827601792,0.015039176829783906,0.008503695158613383
0.5625,0.4075739231069655,0.5557280272756077,0.03669804961742676,0.015582232689434346,0.015684621858797296,0.005837625029974717
0.75,0.2535225577672642,0.742053404340071,0.004424037892664657,0.013739829411973508,0.013754362594996445,0.002074239763525287
0.0,0.8304635548677115,0.0,0.16953644513228847,0.012236980133714763,0.0,0.012236980133714763
0.1875,0.6895744334020314,0.18053687819964281,0.12988868839832565,0.014407381531353076,0.012232538728850254,0.010694421013466673
0.375,0.5511479885293852,0.3685894285840829,0.08026258288653189,0.015879102318135125,0.0152320362644414,0.00882016241449335
0.5625,0.41289734126293626,0.5561106572315653,0.030992001505498443,0.01589846629627723,0.015990958823565476,0.005415770832695176
0.75,0.2534489070075113,0.7418207732047533,0.0047303197877355315,0.014223307615722637,0.014296240928215433,0.002233708371871377
0.0,0.8308289963313168,0.0,0.1691710036686832,0.011828273229134248,0.0,0.011828273229134248
0.1875,0.700638320559513,0.17993149016698318,0.11943018927350392,0.014418041296930627,0.012034778478560389,0.01028052995989865
0.375,0.5470708820969553,0.3692257788749734,0.08370333902807121,0.01543831776907274,0.014733056003505012,0.008742109828484458
0.5625,0.41556223526671915,0.5548035507606969,0.02963421397258385,0.015813338396255133,0.016123386758531654,0.0051909318860332105
0.75,0.2555359617340488,0.7426096689430297,0.0018543693229214142,0.013523412946956085,0.013502615286616414,0.0013332316377406071
0.0,0.830773882414152,9.823182711198427e-07,0.16922513526757707,0.01214953476901189,3.104809553885877e-05,0.012148325234711333
0.1875,0.6961992850276696,0.1812133892815196,0.12258732569081085,0.014371864628002733,0.012431892346130284,0.010513957828706814
0.375,0.549286503485749,0.36944896590551596,0.08126453060873501,0.016337154351182645,0.01599898196422496,0.009057101523155451
0.5625,0.4108582309076533,0.5558019246386268,0.03333984445371989,0.015392760098635959,0.015585029956220041,0.005912355844211515
0.75,0.25647818885891777,0.742024239838633,0.0014975713024492447,0.013865543919457237,0.01389224143313644,0.0012112787320622753
0.0,0.8315303589527516,0.0,0.16846964104724838,0.011938558727230719,0.0,0.011938558727230719
0.1875,0.6828578124289443,0.18026888946194783,0.1368732981091078,0.0141539121079693,0.012165150554160552,0.010747824388315362
0.375,0.5314726170345352,0.36860203540379066,0.09992534756167416,0.01546644543448182,0.015309254711819003,0.009149683808279642
0.5625,0.39678542832563346,0.5562451653679564,0.04696940630641002,0.015451525815149632,0.01582958268152686,0.006436783503183659
0.75,0.2536219548354672,0.7438154573207008,0.002562587843832196,0.013506517200213878,0.01357942479643048,0.001620030776225154
0.0,0.8308006439409666,0.0,0.16919935605903336,0.012209840463407609,0.0,0.012209840463407609
0.1875,0.6948933572944715,0.1806327291631969,0.1244739135423315,0.01488253286865983,0.012465238864563678,0.010652905910153353
0.375,0.5557528312802649,0.3674365426605208,0.07681062605921435,0.01608418685463075,0.015264333408733127,0.008407431246321406
0.5625,0.38988851147957404,0.5561827601899874,0.05392872833043861,0.015061598617697205,0.015333997609871473,0.00694342398605875
0.75,0.25486255724752765,0.74243582472004,0.0027016180324323257,0.014005551547055147,0.014063894967070775,0.0016093144917171446
0.0,0.8315176085997443,0.0,0.16848239140025578,0.011953752021106122,0.0,0.011953752021106124
0.1875,0.6983166530401507,0.1824781439225526,0.11920520303729677,0.014549665536697296,0.011996875450520765,0.010178778623616729
0.375,0.5560970972361079,0.366415975869005,0.07748692689488709,0.015549377825440417,0.014858088190941194,0.008933049743292532
0.5625,0.41309024405070865,0.5550183777312251,0.03189137821806643,0.015943986522957483,0.01607789830600751,0.00585217907692803
0.75,0.2552643439150682,0.742093484063268,0.0026421720216636456,0.013713710905475261,0.013698954753313846,0.0016318537490826826
0.0,0.830452463231911,0.0,0.16954753676808906,0.01192560976065745,0.0,0.01192560976065745
0.1875,0.7038136975709376,0.1809519938610913,0.11523430856797105,0.014415312802034971,0.012265257497791766,0.00991011130302391
0.375,0.5508252811731945,0.36821910456661167,0.08095561426019372,0.015303540103072506,0.014925072217487005,0.008410541584364726
0.5625,0.38663454632137384,0.5568798933840076,0.05648556029461857,0.015239275877294062,0.015374193821650967,0.007204667078331556
0.75,0.2546881406405607,0.7427594901392114,0.002552369220227959,0.013943070583637978,0.013984647105201314,0.0015418748333807697
0.0,0.8305838248363625,0.0,0.16941617516363755,0.01205956354730467,0.0,0.012059563547304671
0.1875,0.6987488204183635,0.18175633946306305,0.11949484011857346,0.014498064276335286,0.011979051801144178,0.010175114143318719
0.375,0.5619138107551955,0.36702844682444097,0.0710577424203635,0.016195919265319762,0.016097238119438712,0.008244410834324138
0.5625,0.39527364090595335,0.555129798908806,0.049596560185240564,0.015405036608579217,0.015791675465631483,0.006631878151507942
0.75,0.2573081783899911,0.7417128825628985,0.0009789390471104068,0.013532686710566127,0.013499352432645611,0.0009715317524245784
