,success rate,error rate,failure rate
1,0.6376953191414643,0.21044400526922935,0.15186067558930644
2,0.23881367500597153,0.16478926027962473,0.5963970647144037
3,0.11814159171107216,0.038026575497863174,0.8438318327910648
4,0.30547957382676,0.06305978881174748,0.6314606373614928
